hotel_id,data_id,tipo_quarto,quartos_total,quartos_manutencao,quartos_disponiveis
1,20240504,Standard,55,3,52
1,20240505,Standard,55,3,52
1,20240506,Standard,55,3,52
1,20240507,Standard,55,2,53
1,20240508,Standard,55,1,54
1,20240509,Standard,55,3,52
1,20240510,Standard,55,2,53
1,20240511,Standard,55,4,51
1,20240512,Standard,55,3,52
1,20240513,Standard,55,1,54
1,20240514,Standard,55,0,55
1,20240515,Standard,55,3,52
1,20240516,Standard,55,3,52
1,20240517,Standard,55,0,55
1,20240518,Standard,55,2,53
1,20240519,Standard,55,1,54
1,20240520,Standard,55,5,50
1,20240521,Standard,55,1,54
1,20240522,Standard,55,2,53
1,20240523,Standard,55,5,50
1,20240524,Standard,55,5,50
1,20240525,Standard,55,2,53
1,20240526,Standard,55,4,51
1,20240527,Standard,55,2,53
1,20240528,Standard,55,0,55
1,20240529,Standard,55,3,52
1,20240530,Standard,55,1,54
1,20240531,Standard,55,2,53
1,20240601,Standard,55,2,53
1,20240602,Standard,55,5,50
1,20240603,Standard,55,5,50
1,20240604,Standard,55,2,53
1,20240605,Standard,55,1,54
1,20240606,Standard,55,3,52
1,20240607,Standard,55,4,51
1,20240608,Standard,55,1,54
1,20240609,Standard,55,2,53
1,20240610,Standard,55,0,55
1,20240611,Standard,55,3,52
1,20240612,Standard,55,1,54
1,20240613,Standard,55,4,51
1,20240614,Standard,55,3,52
1,20240615,Standard,55,1,54
1,20240616,Standard,55,2,53
1,20240617,Standard,55,3,52
1,20240618,Standard,55,4,51
1,20240619,Standard,55,2,53
1,20240620,Standard,55,4,51
1,20240621,Standard,55,0,55
1,20240622,Standard,55,0,55
1,20240623,Standard,55,3,52
1,20240624,Standard,55,2,53
1,20240625,Standard,55,6,49
1,20240626,Standard,55,2,53
1,20240627,Standard,55,4,51
1,20240628,Standard,55,0,55
1,20240629,Standard,55,0,55
1,20240630,Standard,55,1,54
1,20240701,Standard,55,1,54
1,20240702,Standard,55,0,55
1,20240703,Standard,55,0,55
1,20240704,Standard,55,1,54
1,20240705,Standard,55,3,52
1,20240706,Standard,55,2,53
1,20240707,Standard,55,0,55
1,20240708,Standard,55,4,51
1,20240709,Standard,55,0,55
1,20240710,Standard,55,0,55
1,20240711,Standard,55,1,54
1,20240712,Standard,55,1,54
1,20240713,Standard,55,0,55
1,20240714,Standard,55,3,52
1,20240715,Standard,55,1,54
1,20240716,Standard,55,0,55
1,20240717,Standard,55,1,54
1,20240718,Standard,55,1,54
1,20240719,Standard,55,0,55
1,20240720,Standard,55,1,54
1,20240721,Standard,55,2,53
1,20240722,Standard,55,1,54
1,20240723,Standard,55,2,53
1,20240724,Standard,55,1,54
1,20240725,Standard,55,2,53
1,20240726,Standard,55,3,52
1,20240727,Standard,55,1,54
1,20240728,Standard,55,0,55
1,20240729,Standard,55,2,53
1,20240730,Standard,55,3,52
1,20240731,Standard,55,1,54
1,20240801,Standard,55,2,53
1,20240802,Standard,55,2,53
1,20240803,Standard,55,1,54
1,20240804,Standard,55,2,53
1,20240805,Standard,55,4,51
1,20240806,Standard,55,2,53
1,20240807,Standard,55,3,52
1,20240808,Standard,55,0,55
1,20240809,Standard,55,2,53
1,20240810,Standard,55,1,54
1,20240811,Standard,55,1,54
1,20240812,Standard,55,1,54
1,20240813,Standard,55,1,54
1,20240814,Standard,55,0,55
1,20240815,Standard,55,1,54
1,20240816,Standard,55,2,53
1,20240817,Standard,55,2,53
1,20240818,Standard,55,3,52
1,20240819,Standard,55,2,53
1,20240820,Standard,55,5,50
1,20240821,Standard,55,1,54
1,20240822,Standard,55,1,54
1,20240823,Standard,55,2,53
1,20240824,Standard,55,2,53
1,20240825,Standard,55,2,53
1,20240826,Standard,55,1,54
1,20240827,Standard,55,3,52
1,20240828,Standard,55,1,54
1,20240829,Standard,55,1,54
1,20240830,Standard,55,3,52
1,20240831,Standard,55,3,52
1,20240901,Standard,55,0,55
1,20240902,Standard,55,0,55
1,20240903,Standard,55,6,49
1,20240904,Standard,55,1,54
1,20240905,Standard,55,1,54
1,20240906,Standard,55,3,52
1,20240907,Standard,55,2,53
1,20240908,Standard,55,2,53
1,20240909,Standard,55,6,49
1,20240910,Standard,55,1,54
1,20240911,Standard,55,1,54
1,20240912,Standard,55,3,52
1,20240913,Standard,55,3,52
1,20240914,Standard,55,4,51
1,20240915,Standard,55,1,54
1,20240916,Standard,55,7,48
1,20240917,Standard,55,5,50
1,20240918,Standard,55,1,54
1,20240919,Standard,55,2,53
1,20240920,Standard,55,3,52
1,20240921,Standard,55,1,54
1,20240922,Standard,55,3,52
1,20240923,Standard,55,3,52
1,20240924,Standard,55,4,51
1,20240925,Standard,55,1,54
1,20240926,Standard,55,1,54
1,20240927,Standard,55,2,53
1,20240928,Standard,55,0,55
1,20240929,Standard,55,4,51
1,20240930,Standard,55,3,52
1,20241001,Standard,55,3,52
1,20241002,Standard,55,0,55
1,20241003,Standard,55,1,54
1,20241004,Standard,55,4,51
1,20241005,Standard,55,1,54
1,20241006,Standard,55,2,53
1,20241007,Standard,55,2,53
1,20241008,Standard,55,2,53
1,20241009,Standard,55,4,51
1,20241010,Standard,55,4,51
1,20241011,Standard,55,3,52
1,20241012,Standard,55,3,52
1,20241013,Standard,55,2,53
1,20241014,Standard,55,0,55
1,20241015,Standard,55,4,51
1,20241016,Standard,55,1,54
1,20241017,Standard,55,0,55
1,20241018,Standard,55,2,53
1,20241019,Standard,55,3,52
1,20241020,Standard,55,2,53
1,20241021,Standard,55,1,54
1,20241022,Standard,55,0,55
1,20241023,Standard,55,2,53
1,20241024,Standard,55,0,55
1,20241025,Standard,55,3,52
1,20241026,Standard,55,3,52
1,20241027,Standard,55,2,53
1,20241028,Standard,55,1,54
1,20241029,Standard,55,2,53
1,20241030,Standard,55,0,55
1,20241031,Standard,55,2,53
1,20241101,Standard,55,0,55
1,20241102,Standard,55,6,49
1,20241103,Standard,55,0,55
1,20241104,Standard,55,1,54
1,20241105,Standard,55,1,54
1,20241106,Standard,55,3,52
1,20241107,Standard,55,0,55
1,20241108,Standard,55,1,54
1,20241109,Standard,55,0,55
1,20241110,Standard,55,3,52
1,20241111,Standard,55,5,50
1,20241112,Standard,55,0,55
1,20241113,Standard,55,2,53
1,20241114,Standard,55,3,52
1,20241115,Standard,55,4,51
1,20241116,Standard,55,0,55
1,20241117,Standard,55,3,52
1,20241118,Standard,55,0,55
1,20241119,Standard,55,2,53
1,20241120,Standard,55,2,53
1,20241121,Standard,55,3,52
1,20241122,Standard,55,0,55
1,20241123,Standard,55,1,54
1,20241124,Standard,55,1,54
1,20241125,Standard,55,3,52
1,20241126,Standard,55,2,53
1,20241127,Standard,55,1,54
1,20241128,Standard,55,3,52
1,20241129,Standard,55,0,55
1,20241130,Standard,55,1,54
1,20241201,Standard,55,2,53
1,20241202,Standard,55,2,53
1,20241203,Standard,55,0,55
1,20241204,Standard,55,1,54
1,20241205,Standard,55,0,55
1,20241206,Standard,55,0,55
1,20241207,Standard,55,0,55
1,20241208,Standard,55,1,54
1,20241209,Standard,55,1,54
1,20241210,Standard,55,0,55
1,20241211,Standard,55,0,55
1,20241212,Standard,55,0,55
1,20241213,Standard,55,2,53
1,20241214,Standard,55,0,55
1,20241215,Standard,55,0,55
1,20241216,Standard,55,4,51
1,20241217,Standard,55,2,53
1,20241218,Standard,55,2,53
1,20241219,Standard,55,0,55
1,20241220,Standard,55,0,55
1,20241221,Standard,55,1,54
1,20241222,Standard,55,0,55
1,20241223,Standard,55,0,55
1,20241224,Standard,55,1,54
1,20241225,Standard,55,1,54
1,20241226,Standard,55,0,55
1,20241227,Standard,55,1,54
1,20241228,Standard,55,0,55
1,20241229,Standard,55,1,54
1,20241230,Standard,55,0,55
1,20241231,Standard,55,4,51
1,20250101,Standard,55,3,52
1,20250102,Standard,55,0,55
1,20250103,Standard,55,1,54
1,20250104,Standard,55,0,55
1,20250105,Standard,55,0,55
1,20250106,Standard,55,0,55
1,20250107,Standard,55,2,53
1,20250108,Standard,55,2,53
1,20250109,Standard,55,2,53
1,20250110,Standard,55,1,54
1,20250111,Standard,55,1,54
1,20250112,Standard,55,3,52
1,20250113,Standard,55,0,55
1,20250114,Standard,55,2,53
1,20250115,Standard,55,2,53
1,20250116,Standard,55,1,54
1,20250117,Standard,55,0,55
1,20250118,Standard,55,3,52
1,20250119,Standard,55,1,54
1,20250120,Standard,55,3,52
1,20250121,Standard,55,0,55
1,20250122,Standard,55,1,54
1,20250123,Standard,55,0,55
1,20250124,Standard,55,0,55
1,20250125,Standard,55,3,52
1,20250126,Standard,55,3,52
1,20250127,Standard,55,3,52
1,20250128,Standard,55,2,53
1,20250129,Standard,55,3,52
1,20250130,Standard,55,0,55
1,20250131,Standard,55,0,55
1,20250201,Standard,55,0,55
1,20250202,Standard,55,1,54
1,20250203,Standard,55,1,54
1,20250204,Standard,55,0,55
1,20250205,Standard,55,2,53
1,20250206,Standard,55,0,55
1,20250207,Standard,55,0,55
1,20250208,Standard,55,4,51
1,20250209,Standard,55,1,54
1,20250210,Standard,55,1,54
1,20250211,Standard,55,0,55
1,20250212,Standard,55,0,55
1,20250213,Standard,55,0,55
1,20250214,Standard,55,0,55
1,20250215,Standard,55,2,53
1,20250216,Standard,55,0,55
1,20250217,Standard,55,2,53
1,20250218,Standard,55,4,51
1,20250219,Standard,55,0,55
1,20250220,Standard,55,3,52
1,20250221,Standard,55,0,55
1,20250222,Standard,55,2,53
1,20250223,Standard,55,0,55
1,20250224,Standard,55,1,54
1,20250225,Standard,55,0,55
1,20250226,Standard,55,0,55
1,20250227,Standard,55,1,54
1,20250228,Standard,55,0,55
1,20250301,Standard,55,4,51
1,20250302,Standard,55,0,55
1,20250303,Standard,55,4,51
1,20250304,Standard,55,2,53
1,20250305,Standard,55,1,54
1,20250306,Standard,55,3,52
1,20250307,Standard,55,2,53
1,20250308,Standard,55,1,54
1,20250309,Standard,55,3,52
1,20250310,Standard,55,2,53
1,20250311,Standard,55,4,51
1,20250312,Standard,55,2,53
1,20250313,Standard,55,1,54
1,20250314,Standard,55,0,55
1,20250315,Standard,55,1,54
1,20250316,Standard,55,0,55
1,20250317,Standard,55,3,52
1,20250318,Standard,55,1,54
1,20250319,Standard,55,3,52
1,20250320,Standard,55,1,54
1,20250321,Standard,55,9,46
1,20250322,Standard,55,1,54
1,20250323,Standard,55,3,52
1,20250324,Standard,55,2,53
1,20250325,Standard,55,2,53
1,20250326,Standard,55,1,54
1,20250327,Standard,55,3,52
1,20250328,Standard,55,1,54
1,20250329,Standard,55,1,54
1,20250330,Standard,55,0,55
1,20250331,Standard,55,1,54
1,20250401,Standard,55,2,53
1,20250402,Standard,55,3,52
1,20250403,Standard,55,4,51
1,20250404,Standard,55,3,52
1,20250405,Standard,55,3,52
1,20250406,Standard,55,3,52
1,20250407,Standard,55,2,53
1,20250408,Standard,55,4,51
1,20250409,Standard,55,6,49
1,20250410,Standard,55,1,54
1,20250411,Standard,55,1,54
1,20250412,Standard,55,3,52
1,20250413,Standard,55,2,53
1,20250414,Standard,55,0,55
1,20250415,Standard,55,3,52
1,20250416,Standard,55,1,54
1,20250417,Standard,55,1,54
1,20250418,Standard,55,2,53
1,20250419,Standard,55,0,55
1,20250420,Standard,55,2,53
1,20250421,Standard,55,0,55
1,20250422,Standard,55,4,51
1,20250423,Standard,55,2,53
1,20250424,Standard,55,2,53
1,20250425,Standard,55,2,53
1,20250426,Standard,55,2,53
1,20250427,Standard,55,6,49
1,20250428,Standard,55,1,54
1,20250429,Standard,55,2,53
1,20250430,Standard,55,2,53
1,20250501,Standard,55,1,54
1,20250502,Standard,55,5,50
1,20250503,Standard,55,3,52
1,20250504,Standard,55,1,54
1,20250505,Standard,55,2,53
1,20250506,Standard,55,1,54
1,20250507,Standard,55,0,55
1,20250508,Standard,55,3,52
1,20250509,Standard,55,2,53
1,20250510,Standard,55,3,52
1,20250511,Standard,55,1,54
1,20250512,Standard,55,1,54
1,20250513,Standard,55,2,53
1,20250514,Standard,55,3,52
1,20250515,Standard,55,0,55
1,20250516,Standard,55,3,52
1,20250517,Standard,55,1,54
1,20250518,Standard,55,1,54
1,20250519,Standard,55,1,54
1,20250520,Standard,55,5,50
1,20250521,Standard,55,1,54
1,20250522,Standard,55,2,53
1,20250523,Standard,55,3,52
1,20250524,Standard,55,5,50
1,20250525,Standard,55,0,55
1,20250526,Standard,55,3,52
1,20250527,Standard,55,1,54
1,20250528,Standard,55,1,54
1,20250529,Standard,55,4,51
1,20250530,Standard,55,1,54
1,20250531,Standard,55,1,54
1,20250601,Standard,55,3,52
1,20250602,Standard,55,2,53
1,20250603,Standard,55,0,55
1,20250604,Standard,55,3,52
1,20250605,Standard,55,1,54
1,20250606,Standard,55,5,50
1,20250607,Standard,55,3,52
1,20250608,Standard,55,1,54
1,20250609,Standard,55,3,52
1,20250610,Standard,55,1,54
1,20250611,Standard,55,2,53
1,20250612,Standard,55,1,54
1,20250613,Standard,55,5,50
1,20250614,Standard,55,5,50
1,20250615,Standard,55,3,52
1,20250616,Standard,55,1,54
1,20250617,Standard,55,1,54
1,20250618,Standard,55,2,53
1,20250619,Standard,55,2,53
1,20250620,Standard,55,0,55
1,20250621,Standard,55,2,53
1,20250622,Standard,55,4,51
1,20250623,Standard,55,3,52
1,20250624,Standard,55,2,53
1,20250625,Standard,55,0,55
1,20250626,Standard,55,3,52
1,20250627,Standard,55,3,52
1,20250628,Standard,55,0,55
1,20250629,Standard,55,5,50
1,20250630,Standard,55,2,53
1,20250701,Standard,55,1,54
1,20250702,Standard,55,2,53
1,20250703,Standard,55,0,55
1,20250704,Standard,55,2,53
1,20250705,Standard,55,0,55
1,20250706,Standard,55,2,53
1,20250707,Standard,55,6,49
1,20250708,Standard,55,0,55
1,20250709,Standard,55,3,52
1,20250710,Standard,55,2,53
1,20250711,Standard,55,1,54
1,20250712,Standard,55,2,53
1,20250713,Standard,55,3,52
1,20250714,Standard,55,0,55
1,20250715,Standard,55,1,54
1,20250716,Standard,55,2,53
1,20250717,Standard,55,1,54
1,20250718,Standard,55,0,55
1,20250719,Standard,55,1,54
1,20250720,Standard,55,2,53
1,20250721,Standard,55,1,54
1,20250722,Standard,55,0,55
1,20250723,Standard,55,0,55
1,20250724,Standard,55,0,55
1,20250725,Standard,55,2,53
1,20250726,Standard,55,1,54
1,20250727,Standard,55,0,55
1,20250728,Standard,55,0,55
1,20250729,Standard,55,1,54
1,20250730,Standard,55,4,51
1,20250731,Standard,55,1,54
1,20250801,Standard,55,2,53
1,20250802,Standard,55,2,53
1,20250803,Standard,55,1,54
1,20250804,Standard,55,1,54
1,20250805,Standard,55,4,51
1,20250806,Standard,55,3,52
1,20250807,Standard,55,1,54
1,20250808,Standard,55,4,51
1,20250809,Standard,55,2,53
1,20250810,Standard,55,0,55
1,20250811,Standard,55,3,52
1,20250812,Standard,55,3,52
1,20250813,Standard,55,1,54
1,20250814,Standard,55,1,54
1,20250815,Standard,55,2,53
1,20250816,Standard,55,2,53
1,20250817,Standard,55,2,53
1,20250818,Standard,55,0,55
1,20250819,Standard,55,2,53
1,20250820,Standard,55,1,54
1,20250821,Standard,55,1,54
1,20250822,Standard,55,3,52
1,20250823,Standard,55,3,52
1,20250824,Standard,55,4,51
1,20250825,Standard,55,0,55
1,20250826,Standard,55,3,52
1,20250827,Standard,55,3,52
1,20250828,Standard,55,1,54
1,20250829,Standard,55,4,51
1,20250830,Standard,55,0,55
1,20250831,Standard,55,3,52
1,20250901,Standard,55,1,54
1,20250902,Standard,55,1,54
1,20250903,Standard,55,0,55
1,20250904,Standard,55,0,55
1,20250905,Standard,55,2,53
1,20250906,Standard,55,1,54
1,20250907,Standard,55,1,54
1,20250908,Standard,55,1,54
1,20250909,Standard,55,3,52
1,20250910,Standard,55,0,55
1,20250911,Standard,55,3,52
1,20250912,Standard,55,5,50
1,20250913,Standard,55,1,54
1,20250914,Standard,55,2,53
1,20250915,Standard,55,1,54
1,20250916,Standard,55,0,55
1,20250917,Standard,55,1,54
1,20250918,Standard,55,1,54
1,20250919,Standard,55,1,54
1,20250920,Standard,55,0,55
1,20250921,Standard,55,4,51
1,20250922,Standard,55,2,53
1,20250923,Standard,55,3,52
1,20250924,Standard,55,2,53
1,20250925,Standard,55,1,54
1,20250926,Standard,55,5,50
1,20250927,Standard,55,2,53
1,20250928,Standard,55,2,53
1,20250929,Standard,55,2,53
1,20250930,Standard,55,0,55
1,20251001,Standard,55,1,54
1,20251002,Standard,55,2,53
1,20251003,Standard,55,1,54
1,20251004,Standard,55,2,53
1,20251005,Standard,55,0,55
1,20251006,Standard,55,1,54
1,20251007,Standard,55,2,53
1,20251008,Standard,55,2,53
1,20251009,Standard,55,5,50
1,20251010,Standard,55,0,55
1,20251011,Standard,55,2,53
1,20251012,Standard,55,2,53
1,20251013,Standard,55,2,53
1,20251014,Standard,55,4,51
1,20251015,Standard,55,2,53
1,20251016,Standard,55,2,53
1,20251017,Standard,55,1,54
1,20251018,Standard,55,3,52
1,20251019,Standard,55,2,53
1,20251020,Standard,55,2,53
1,20251021,Standard,55,0,55
1,20251022,Standard,55,2,53
1,20251023,Standard,55,2,53
1,20251024,Standard,55,1,54
1,20251025,Standard,55,1,54
1,20251026,Standard,55,3,52
1,20251027,Standard,55,1,54
1,20251028,Standard,55,3,52
1,20251029,Standard,55,3,52
1,20251030,Standard,55,0,55
1,20251031,Standard,55,0,55
1,20251101,Standard,55,0,55
1,20251102,Standard,55,1,54
1,20251103,Standard,55,2,53
1,20251104,Standard,55,0,55
1,20251105,Standard,55,0,55
1,20251106,Standard,55,2,53
1,20251107,Standard,55,0,55
1,20251108,Standard,55,3,52
1,20251109,Standard,55,0,55
1,20251110,Standard,55,2,53
1,20251111,Standard,55,2,53
1,20251112,Standard,55,3,52
1,20251113,Standard,55,3,52
1,20251114,Standard,55,1,54
1,20251115,Standard,55,2,53
1,20251116,Standard,55,3,52
1,20251117,Standard,55,1,54
1,20251118,Standard,55,2,53
1,20251119,Standard,55,3,52
1,20251120,Standard,55,4,51
1,20251121,Standard,55,2,53
1,20251122,Standard,55,1,54
1,20251123,Standard,55,2,53
1,20251124,Standard,55,5,50
1,20251125,Standard,55,3,52
1,20251126,Standard,55,2,53
1,20251127,Standard,55,2,53
1,20251128,Standard,55,7,48
1,20251129,Standard,55,1,54
1,20251130,Standard,55,4,51
1,20251201,Standard,55,0,55
1,20251202,Standard,55,1,54
1,20251203,Standard,55,0,55
1,20251204,Standard,55,0,55
1,20251205,Standard,55,2,53
1,20251206,Standard,55,1,54
1,20251207,Standard,55,0,55
1,20251208,Standard,55,0,55
1,20251209,Standard,55,1,54
1,20251210,Standard,55,1,54
1,20251211,Standard,55,2,53
1,20251212,Standard,55,1,54
1,20251213,Standard,55,2,53
1,20251214,Standard,55,0,55
1,20251215,Standard,55,0,55
1,20251216,Standard,55,0,55
1,20251217,Standard,55,0,55
1,20251218,Standard,55,0,55
1,20251219,Standard,55,0,55
1,20251220,Standard,55,0,55
1,20251221,Standard,55,1,54
1,20251222,Standard,55,2,53
1,20251223,Standard,55,0,55
1,20251224,Standard,55,1,54
1,20251225,Standard,55,0,55
1,20251226,Standard,55,1,54
1,20251227,Standard,55,2,53
1,20251228,Standard,55,1,54
1,20251229,Standard,55,0,55
1,20251230,Standard,55,1,54
1,20251231,Standard,55,2,53
1,20240101,Superior,40,1,39
1,20240102,Superior,40,1,39
1,20240103,Superior,40,1,39
1,20240104,Superior,40,2,38
1,20240105,Superior,40,2,38
1,20240106,Superior,40,1,39
1,20240107,Superior,40,0,40
1,20240108,Superior,40,0,40
1,20240109,Superior,40,0,40
1,20240110,Superior,40,0,40
1,20240111,Superior,40,1,39
1,20240112,Superior,40,0,40
1,20240113,Superior,40,1,39
1,20240114,Superior,40,2,38
1,20240115,Superior,40,0,40
1,20240116,Superior,40,2,38
1,20240117,Superior,40,1,39
1,20240118,Superior,40,2,38
1,20240119,Superior,40,2,38
1,20240120,Superior,40,1,39
1,20240121,Superior,40,0,40
1,20240122,Superior,40,2,38
1,20240123,Superior,40,1,39
1,20240124,Superior,40,1,39
1,20240125,Superior,40,2,38
1,20240126,Superior,40,0,40
1,20240127,Superior,40,1,39
1,20240128,Superior,40,1,39
1,20240129,Superior,40,3,37
1,20240130,Superior,40,1,39
1,20240131,Superior,40,0,40
1,20240201,Superior,40,2,38
1,20240202,Superior,40,0,40
1,20240203,Superior,40,1,39
1,20240204,Superior,40,0,40
1,20240205,Superior,40,2,38
1,20240206,Superior,40,1,39
1,20240207,Superior,40,0,40
1,20240208,Superior,40,1,39
1,20240209,Superior,40,0,40
1,20240210,Superior,40,0,40
1,20240211,Superior,40,1,39
1,20240212,Superior,40,0,40
1,20240213,Superior,40,2,38
1,20240214,Superior,40,1,39
1,20240215,Superior,40,1,39
1,20240216,Superior,40,0,40
1,20240217,Superior,40,0,40
1,20240218,Superior,40,1,39
1,20240219,Superior,40,0,40
1,20240220,Superior,40,0,40
1,20240221,Superior,40,0,40
1,20240222,Superior,40,0,40
1,20240223,Superior,40,0,40
1,20240224,Superior,40,3,37
1,20240225,Superior,40,0,40
1,20240226,Superior,40,0,40
1,20240227,Superior,40,1,39
1,20240228,Superior,40,2,38
1,20240229,Superior,40,0,40
1,20240301,Superior,40,6,34
1,20240302,Superior,40,2,38
1,20240303,Superior,40,0,40
1,20240304,Superior,40,1,39
1,20240305,Superior,40,4,36
1,20240306,Superior,40,2,38
1,20240307,Superior,40,1,39
1,20240308,Superior,40,0,40
1,20240309,Superior,40,5,35
1,20240310,Superior,40,3,37
1,20240311,Superior,40,1,39
1,20240312,Superior,40,0,40
1,20240313,Superior,40,2,38
1,20240314,Superior,40,1,39
1,20240315,Superior,40,1,39
1,20240316,Superior,40,1,39
1,20240317,Superior,40,3,37
1,20240318,Superior,40,4,36
1,20240319,Superior,40,2,38
1,20240320,Superior,40,1,39
1,20240321,Superior,40,1,39
1,20240322,Superior,40,1,39
1,20240323,Superior,40,1,39
1,20240324,Superior,40,1,39
1,20240325,Superior,40,4,36
1,20240326,Superior,40,1,39
1,20240327,Superior,40,1,39
1,20240328,Superior,40,0,40
1,20240329,Superior,40,2,38
1,20240330,Superior,40,1,39
1,20240331,Superior,40,0,40
1,20240401,Superior,40,1,39
1,20240402,Superior,40,0,40
1,20240403,Superior,40,4,36
1,20240404,Superior,40,1,39
1,20240405,Superior,40,0,40
1,20240406,Superior,40,1,39
1,20240407,Superior,40,2,38
1,20240408,Superior,40,1,39
1,20240409,Superior,40,1,39
1,20240410,Superior,40,2,38
1,20240411,Superior,40,3,37
1,20240412,Superior,40,1,39
1,20240413,Superior,40,3,37
1,20240414,Superior,40,4,36
1,20240415,Superior,40,1,39
1,20240416,Superior,40,0,40
1,20240417,Superior,40,5,35
1,20240418,Superior,40,1,39
1,20240419,Superior,40,3,37
1,20240420,Superior,40,3,37
1,20240421,Superior,40,2,38
1,20240422,Superior,40,2,38
1,20240423,Superior,40,0,40
1,20240424,Superior,40,0,40
1,20240425,Superior,40,0,40
1,20240426,Superior,40,0,40
1,20240427,Superior,40,0,40
1,20240428,Superior,40,0,40
1,20240429,Superior,40,2,38
1,20240430,Superior,40,4,36
1,20240501,Superior,40,1,39
1,20240502,Superior,40,2,38
1,20240503,Superior,40,1,39
1,20240504,Superior,40,2,38
1,20240505,Superior,40,5,35
1,20240506,Superior,40,1,39
1,20240507,Superior,40,1,39
1,20240508,Superior,40,2,38
1,20240509,Superior,40,0,40
1,20240510,Superior,40,1,39
1,20240511,Superior,40,0,40
1,20240512,Superior,40,0,40
1,20240513,Superior,40,0,40
1,20240514,Superior,40,1,39
1,20240515,Superior,40,2,38
1,20240516,Superior,40,3,37
1,20240517,Superior,40,0,40
